species_key,source_code_system,source_species_code,scientific_name,common_name,community_layers,n_states,n_plot_visits,n_conditions,abundance_total,bien_query_name,range_lookup_status,range_review_reason
p2veg:DIPI3,nrcs_plants_symbol,DIPI3,Diplopterygium pinnatum,scrambling fern,forb,1,35,35,1409.230798,Diplopterygium_pinnatum,missing,No BIEN range returned
fia_spcd:7846,fia_spcd,7846,Morella faya,firetree,seedling;tree,1,8,8,1382.82652870083,Morella_faya,missing,No BIEN range returned
p2veg:HICY,nrcs_plants_symbol,HICY,Hieracium cynoglossoides,houndstongue hawkweed,forb,4,180,188,1358.670877,Hieracium_cynoglossoides,missing,No BIEN range returned
fia_spcd:6718,fia_spcd,6718,Coprosma longifolia,Oahu mirrorplant,seedling;tree,1,10,10,1350.80482374083,Coprosma_longifolia,missing,No BIEN range returned
p2veg:ARRU,nrcs_plants_symbol,ARRU,Arctostaphylos rubra,red fruit bearberry,shrub,1,82,84,1324,Arctostaphylos_rubra,missing,No BIEN range returned
fia_spcd:6075,fia_spcd,6075,Aleurites moluccana,Indian walnut,seedling;tree,1,23,23,1303.11494232194,Aleurites_moluccana,missing,No BIEN range returned
p2veg:CEGRP,nrcs_plants_symbol,CEGRP,Ceanothus greggii var. perplexans,desert ceanothus,shrub,2,30,33,1293.242096,Ceanothus_greggii_var._perplexans,missing,No BIEN range returned
fia_spcd:7412,fia_spcd,7412,Hibiscus tiliaceus,sea hibiscus,seedling;tree,1,7,7,1287.46207804293,Hibiscus_tiliaceus,missing,No BIEN range returned
p2veg:PRHOH,nrcs_plants_symbol,PRHOH,Prosartes hookeri var. hookeri,drops-of-gold,forb,5,122,124,1245.597769,Prosartes_hookeri_var._hookeri,missing,No BIEN range returned
p2veg:PECI,nrcs_plants_symbol,PECI,Pennisetum ciliare,buffelgrass,graminoid,1,12,12,1229.5493,Pennisetum_ciliare,missing,No BIEN range returned
fia_spcd:424,fia_spcd,424,Castanea mollissima,Chinese chestnut,seedling;tree,10,24,25,1222.80405233668,Castanea_mollissima,missing,No BIEN range returned
fia_spcd:7273,fia_spcd,7273,Grevillea robusta,silkoak,seedling;tree,1,27,28,1221.45462002545,Grevillea_robusta,missing,No BIEN range returned
p2veg:MOFA,nrcs_plants_symbol,MOFA,Morella faya,firetree,p2veg_tree_layer,1,12,12,1171,Morella_faya,missing,No BIEN range returned
p2veg:FRAR,nrcs_plants_symbol,FRAR,Freycinetia arborea,'ie'ie,forb;shrub,1,44,48,1100.989679,Freycinetia_arborea,missing,No BIEN range returned
p2veg:OSAN,nrcs_plants_symbol,OSAN,Osteomeles anthyllidifolia,Hawai'i hawthorn,shrub,1,27,30,1094,Osteomeles_anthyllidifolia,missing,No BIEN range returned
p2veg:CHANC,nrcs_plants_symbol,CHANC,Chamerion angustifolium ssp. circumvagum,fireweed,forb,4,64,67,1089.350518,Chamerion_angustifolium_ssp._circumvagum,missing,No BIEN range returned
p2veg:SAPA11,nrcs_plants_symbol,SAPA11,Sadleria pallida,ama'u,forb,1,16,16,1058,Sadleria_pallida,missing,No BIEN range returned
p2veg:HELOA2,nrcs_plants_symbol,HELOA2,Heliomeris longifolia var. annua,longleaf false goldeneye,forb,2,33,33,1039.609455,Heliomeris_longifolia_var._annua,missing,No BIEN range returned
p2veg:LANEC,nrcs_plants_symbol,LANEC,Lathyrus nevadensis ssp. cusickii,Sierra pea,forb,2,75,92,1036.114979,Lathyrus_nevadensis_ssp._cusickii,missing,No BIEN range returned
p2veg:VACA8,nrcs_plants_symbol,VACA8,Vaccinium calycinum,ohelo kau la'au,forb;shrub,1,57,58,1033,Vaccinium_calycinum,missing,No BIEN range returned
p2veg:PEFRP,nrcs_plants_symbol,PEFRP,Petasites frigidus var. palmatus,arctic sweet coltsfoot,forb,4,91,103,1032.867162,Petasites_frigidus_var._palmatus,missing,No BIEN range returned
p2veg:LOHIV,nrcs_plants_symbol,LOHIV,Lonicera hispidula var. vacillans,pink honeysuckle,shrub,2,36,44,1021.910288,Lonicera_hispidula_var._vacillans,missing,No BIEN range returned
p2veg:PSSPI,nrcs_plants_symbol,PSSPI,Pseudoroegneria spicata ssp. inermis,beardless wheatgrass,graminoid,7,47,53,1013.874736,Pseudoroegneria_spicata_ssp._inermis,missing,No BIEN range returned
p2veg:PIDI3,nrcs_plants_symbol,PIDI3,Pinus discolor,border pinyon,p2veg_tree_layer,2,72,73,1010,Pinus_discolor,missing,No BIEN range returned
p2veg:ELTRT,nrcs_plants_symbol,ELTRT,Elymus trachycaulus ssp. trachycaulus,slender wheatgrass,graminoid,9,44,46,1004.890136,Elymus_trachycaulus_ssp._trachycaulus,missing,No BIEN range returned
p2veg:DISA3,nrcs_plants_symbol,DISA3,Diplazium sandwichianum,Hawai'i twinsorus fern,forb,1,10,10,980,Diplazium_sandwichianum,missing,No BIEN range returned
p2veg:ILAN,nrcs_plants_symbol,ILAN,Ilex anomala,Hawai'i holly,p2veg_tree_layer,1,62,62,979.468379,Ilex_anomala,missing,No BIEN range returned
fia_spcd:6720,fia_spcd,6720,Coprosma ochracea,Maui mirrorplant,seedling;tree,1,4,4,975.978414740827,Coprosma_ochracea,missing,No BIEN range returned
p2veg:LEMOM2,nrcs_plants_symbol,LEMOM2,Leymus mollis ssp. mollis,American dunegrass,graminoid,3,8,9,969.141478,Leymus_mollis_ssp._mollis,missing,No BIEN range returned
p2veg:ROWOU,nrcs_plants_symbol,ROWOU,Rosa woodsii var. ultramontana,Woods' rose,shrub,7,70,79,942.21213,Rosa_woodsii_var._ultramontana,missing,No BIEN range returned
p2veg:ADSP,nrcs_plants_symbol,ADSP,Adenostoma sparsifolium,redshank,shrub,1,20,20,936,Adenostoma_sparsifolium,missing,No BIEN range returned
p2veg:RUHA,nrcs_plants_symbol,RUHA,Rubus hawaiensis,Hawai'i blackberry,shrub,1,21,21,928,Rubus_hawaiensis,missing,No BIEN range returned
fia_spcd:6139,fia_spcd,6139,Antidesma platyphyllum,ha a,seedling;tree,1,17,17,914.9646298119,Antidesma_platyphyllum,missing,No BIEN range returned
p2veg:GRRO,nrcs_plants_symbol,GRRO,Grevillea robusta,silkoak,p2veg_tree_layer,1,20,21,914.417215,Grevillea_robusta,missing,No BIEN range returned
p2veg:ACRI8,nrcs_plants_symbol,ACRI8,Achnatherum richardsonii,Richardson's needlegrass,graminoid,4,40,46,912.860475,Achnatherum_richardsonii,missing,No BIEN range returned
fia_spcd:8892,fia_spcd,8892,Wikstroemia oahuensis,Oahu false ohelo,seedling,1,5,6,899.583387,Wikstroemia_oahuensis,missing,No BIEN range returned
p2veg:RONUH,nrcs_plants_symbol,RONUH,Rosa nutkana var. hispida,bristly Nootka rose,shrub,3,52,56,888.743694,Rosa_nutkana_var._hispida,missing,No BIEN range returned
p2veg:PRPA4,nrcs_plants_symbol,PRPA4,Prosopis pallida,kiawe,p2veg_tree_layer,1,17,18,886.513383,Prosopis_pallida,missing,No BIEN range returned
p2veg:CLDO2,nrcs_plants_symbol,CLDO2,Clinopodium douglasii,yerba buena,forb;shrub,4,109,115,869.627477,Clinopodium_douglasii,missing,No BIEN range returned
p2veg:STRE4,nrcs_plants_symbol,STRE4,Styrax redivivus,drug snowbell,shrub,1,31,33,858.825554,Styrax_redivivus,missing,No BIEN range returned
fia_spcd:8812,fia_spcd,8812,Toona ciliata,Australian redcedar,seedling;tree,1,12,14,837.301968263803,Toona_ciliata,missing,No BIEN range returned
p2veg:URMU,nrcs_plants_symbol,URMU,Urochloa mutica,para grass,graminoid,1,11,11,829.045329,Urochloa_mutica,missing,No BIEN range returned
fia_spcd:8223,fia_spcd,8223,Pithecellobium unguis-cati,catclaw blackbead,seedling,1,1,2,824.618107,Pithecellobium_unguis-cati,missing,No BIEN range returned
fia_spcd:7621,fia_spcd,7621,Macaranga mappa,pengua,seedling,1,4,4,824.618106,Macaranga_mappa,missing,No BIEN range returned
fia_spcd:7346,fia_spcd,7346,Hedyotis terminalis,variable starviolet,seedling,1,6,7,824.618104,Hedyotis_terminalis,missing,No BIEN range returned
fia_spcd:7769,fia_spcd,7769,Melochia umbellata,hierba del soldado,seedling;tree,1,13,13,808.613053123445,Melochia_umbellata,missing,No BIEN range returned
p2veg:ACNEN2,nrcs_plants_symbol,ACNEN2,Achnatherum nelsonii ssp. nelsonii,Columbia needlegrass,graminoid,7,62,63,804,Achnatherum_nelsonii_ssp._nelsonii,missing,No BIEN range returned
p2veg:AMMEI2,nrcs_plants_symbol,AMMEI2,Amsinckia menziesii var. intermedia,common fiddleneck,forb,2,43,44,802.247967,Amsinckia_menziesii_var._intermedia,missing,No BIEN range returned
fia_spcd:7883,fia_spcd,7883,Myoporum sandwicense,naio,seedling;tree,1,20,20,789.290638966003,Myoporum_sandwicense,missing,No BIEN range returned
p2veg:ACOCC,nrcs_plants_symbol,ACOCC,Achnatherum occidentale ssp. californicum,California needlegrass,graminoid,3,42,47,782.113897,Achnatherum_occidentale_ssp._californicum,missing,No BIEN range returned
p2veg:CEPU,nrcs_plants_symbol,CEPU,Ceanothus pumilus,dwarf ceanothus,shrub,2,46,51,781.2139,Ceanothus_pumilus,missing,No BIEN range returned
p2veg:DIAU,nrcs_plants_symbol,DIAU,Diplacus aurantiacus,orange bush monkeyflower,forb;shrub,1,59,64,755.520219,Diplacus_aurantiacus,missing,No BIEN range returned
fia_spcd:6003,fia_spcd,6003,Acacia auriculiformis,auri,seedling;tree,1,3,3,750.4733845721,Acacia_auriculiformis,missing,No BIEN range returned
p2veg:ACSP12,nrcs_plants_symbol,ACSP12,Achnatherum speciosum,desert needlegrass,graminoid,5,51,52,748.083072,Achnatherum_speciosum,missing,No BIEN range returned
p2veg:VARE,nrcs_plants_symbol,VARE,Vaccinium reticulatum,ohelo 'ai,shrub,1,34,35,740,Vaccinium_reticulatum,missing,No BIEN range returned
fia_spcd:137,fia_spcd,137,Pinus washoensis,Washoe pine,seedling;tree,1,11,11,725.338180099804,Pinus_washoensis,missing,No BIEN range returned
p2veg:CASTI3,nrcs_plants_symbol,CASTI3,Calamagrostis stricta ssp. inexpansa,northern reedgrass,graminoid,4,26,33,720.89294,Calamagrostis_stricta_ssp._inexpansa,missing,No BIEN range returned
p2veg:ARVIV,nrcs_plants_symbol,ARVIV,Arctostaphylos viscida ssp. viscida,sticky whiteleaf manzanita,shrub,2,32,43,718.502149,Arctostaphylos_viscida_ssp._viscida,missing,No BIEN range returned
p2veg:HITI,nrcs_plants_symbol,HITI,Hibiscus tiliaceus,sea hibiscus,p2veg_tree_layer,1,5,5,715.71008,Hibiscus_tiliaceus,missing,No BIEN range returned
p2veg:TRCA21,nrcs_plants_symbol,TRCA21,Trisetum canescens,tall trisetum,graminoid,6,50,54,707.897608,Trisetum_canescens,missing,No BIEN range returned
p2veg:ERPEC,nrcs_plants_symbol,ERPEC,Erigeron peregrinus ssp. callianthemus,subalpine fleabane,forb,6,52,55,705.334783,Erigeron_peregrinus_ssp._callianthemus,missing,No BIEN range returned
fia_spcd:8706,fia_spcd,8706,Syzygium sandwicense,ohia ha,seedling;tree,1,6,6,704.11185944282,Syzygium_sandwicense,missing,No BIEN range returned
p2veg:PSOD,nrcs_plants_symbol,PSOD,Psydrax odorata,alahe'e,p2veg_tree_layer,1,20,21,688.787969,Psydrax_odorata,missing,No BIEN range returned
p2veg:TITRT,nrcs_plants_symbol,TITRT,Tiarella trifoliata var. trifoliata,threeleaf foamflower,forb,3,44,46,685.135305,Tiarella_trifoliata_var._trifoliata,missing,No BIEN range returned
p2veg:ERNAN5,nrcs_plants_symbol,ERNAN5,Ericameria nauseosa ssp. nauseosa var. nauseosa,rubber rabbitbrush,shrub,7,91,92,681.892898,Ericameria_nauseosa_ssp._nauseosa_var._nauseosa,missing,No BIEN range returned
p2veg:AMALA,nrcs_plants_symbol,AMALA,Amelanchier alnifolia var. alnifolia,Saskatoon serviceberry,p2veg_tree_layer;shrub,2,21,22,675.927376,Amelanchier_alnifolia_var._alnifolia,missing,No BIEN range returned
fia_spcd:8612,fia_spcd,8612,Sideroxylon celastrinum,saffron plum,seedling;tree,1,2,2,675.609523858812,Sideroxylon_celastrinum,missing,No BIEN range returned
fia_spcd:8856,fia_spcd,8856,Urera glabra,hopue,seedling,1,2,2,674.687542,Urera_glabra,missing,No BIEN range returned
fia_spcd:8891,fia_spcd,8891,Wikstroemia monticola,montane false ohelo,seedling,1,3,3,674.687541,Wikstroemia_monticola,missing,No BIEN range returned
p2veg:CIBU2,nrcs_plants_symbol,CIBU2,Cinnamomum burmannii,Padang cassia,p2veg_tree_layer,1,3,4,670,Cinnamomum_burmannii,missing,No BIEN range returned
p2veg:SYFOF,nrcs_plants_symbol,SYFOF,Symphyotrichum foliaceum var. foliaceum,alpine leafybract aster,forb,5,44,44,667.952227,Symphyotrichum_foliaceum_var._foliaceum,missing,No BIEN range returned
p2veg:ARSCO,nrcs_plants_symbol,ARSCO,Aristida schiedeana var. orcuttiana,Orcutt's threeawn,graminoid,2,32,32,665,Aristida_schiedeana_var._orcuttiana,missing,No BIEN range returned
p2veg:SCSCS,nrcs_plants_symbol,SCSCS,Schizachyrium scoparium var. scoparium,little bluestem,graminoid,5,19,19,646.75102,Schizachyrium_scoparium_var._scoparium,missing,No BIEN range returned
p2veg:BOSI2,nrcs_plants_symbol,BOSI2,Bouteloua simplex,matted grama,graminoid,3,10,10,636,Bouteloua_simplex,missing,No BIEN range returned
p2veg:ACLE9,nrcs_plants_symbol,ACLE9,Achnatherum lettermanii,Letterman's needlegrass,graminoid,8,48,49,626.789647,Achnatherum_lettermanii,missing,No BIEN range returned
p2veg:PICOC,nrcs_plants_symbol,PICOC,Pinus contorta var. contorta,beach pine,p2veg_tree_layer,2,5,5,623.739676,Pinus_contorta_var._contorta,missing,No BIEN range returned
fia_spcd:7344,fia_spcd,7344,Hedyotis hillebrandii,manono,seedling;tree,1,9,9,622.618523755421,Hedyotis_hillebrandii,missing,No BIEN range returned
p2veg:BRHOH,nrcs_plants_symbol,BRHOH,Bromus hordeaceus ssp. hordeaceus,soft brome,graminoid,4,23,26,608.826955,Bromus_hordeaceus_ssp._hordeaceus,missing,No BIEN range returned
p2veg:ACTH7,nrcs_plants_symbol,ACTH7,Achnatherum thurberianum,Thurber's needlegrass,graminoid,5,53,59,603.108115,Achnatherum_thurberianum,missing,No BIEN range returned
fia_spcd:8365,fia_spcd,8365,Psychotria fauriei,Koolau Range wild coffee,seedling,1,2,2,599.722259,Psychotria_fauriei,missing,No BIEN range returned
p2veg:CHCHM,nrcs_plants_symbol,CHCHM,Chrysolepis chrysophylla var. minor,giant chinquapin,shrub,2,24,24,598,Chrysolepis_chrysophylla_var._minor,missing,No BIEN range returned
p2veg:GAVE2,nrcs_plants_symbol,GAVE2,Garrya veatchii,canyon silktassel,shrub,1,40,42,596.82997,Garrya_veatchii,missing,No BIEN range returned
p2veg:POBI6,nrcs_plants_symbol,POBI6,Polygonum bistortoides,American bistort,forb,9,49,52,593.741199,Polygonum_bistortoides,missing,No BIEN range returned
p2veg:CEEH,nrcs_plants_symbol,CEEH,Celtis ehrenbergiana,spiny hackberry,p2veg_tree_layer;shrub,1,39,39,590,Celtis_ehrenbergiana,missing,No BIEN range returned
p2veg:CHLA13,nrcs_plants_symbol,CHLA13,Chamerion latifolium,dwarf fireweed,forb,7,27,27,588.726176,Chamerion_latifolium,missing,No BIEN range returned
p2veg:BEPAP,nrcs_plants_symbol,BEPAP,Betula papyrifera var. papyrifera,paper birch,p2veg_tree_layer,1,20,22,587.2597,Betula_papyrifera_var._papyrifera,missing,No BIEN range returned
p2veg:ARARL,nrcs_plants_symbol,ARARL,Artemisia arbuscula ssp. longiloba,little sagebrush,shrub,3,12,12,576,Artemisia_arbuscula_ssp._longiloba,missing,No BIEN range returned
p2veg:SOCH,nrcs_plants_symbol,SOCH,Sophora chrysophylla,mamani,p2veg_tree_layer,1,20,21,570,Sophora_chrysophylla,missing,No BIEN range returned
p2veg:SASO2,nrcs_plants_symbol,SASO2,Sadleria souleyetiana,longleaf plume fern,forb,1,20,20,556.699573,Sadleria_souleyetiana,missing,No BIEN range returned
p2veg:PSHA3,nrcs_plants_symbol,PSHA3,Psychotria hawaiiensis,kopiko 'ula,p2veg_tree_layer,1,24,25,545.439478,Psychotria_hawaiiensis,missing,No BIEN range returned
p2veg:MAHA4,nrcs_plants_symbol,MAHA4,Mahonia haematocarpa,red barberry,shrub,3,64,65,532.517072,Mahonia_haematocarpa,missing,No BIEN range returned
fia_spcd:8755,fia_spcd,8755,Terminalia kaernbachii,tropical almond,seedling,1,1,1,524.756977,Terminalia_kaernbachii,missing,No BIEN range returned
fia_spcd:8895,fia_spcd,8895,Wikstroemia phillyreifolia,Hawaii false ohelo,seedling,1,2,2,524.756977,Wikstroemia_phillyreifolia,missing,No BIEN range returned
p2veg:CYIMI,nrcs_plants_symbol,CYIMI,Cylindropuntia imbricata var. imbricata,tree cholla,shrub,2,69,69,520,Cylindropuntia_imbricata_var._imbricata,missing,No BIEN range returned
p2veg:ARPUL,nrcs_plants_symbol,ARPUL,Aristida purpurea var. longiseta,Fendler threeawn,graminoid,6,37,37,519.534351,Aristida_purpurea_var._longiseta,missing,No BIEN range returned
p2veg:PONEI2,nrcs_plants_symbol,PONEI2,Poa nemoralis ssp. interior,inland bluegrass,graminoid,4,29,30,519,Poa_nemoralis_ssp._interior,missing,No BIEN range returned
p2veg:CLPEP,nrcs_plants_symbol,CLPEP,Claytonia perfoliata ssp. perfoliata,miner's lettuce,forb,4,23,23,518.418485,Claytonia_perfoliata_ssp._perfoliata,missing,No BIEN range returned
p2veg:PIMI,nrcs_plants_symbol,PIMI,Piptatheropsis micrantha,littleseed ricegrass,graminoid,5,58,60,515.624685,Piptatheropsis_micrantha,missing,No BIEN range returned
p2veg:MYSA,nrcs_plants_symbol,MYSA,Myoporum sandwicense,naio,p2veg_tree_layer;shrub,1,21,21,510,Myoporum_sandwicense,missing,No BIEN range returned
p2veg:LENUN,nrcs_plants_symbol,LENUN,Leptosiphon nuttallii ssp. nuttallii,Nuttall's linanthus,forb;shrub,7,53,56,506.803965,Leptosiphon_nuttallii_ssp._nuttallii,missing,No BIEN range returned
p2veg:SALUL,nrcs_plants_symbol,SALUL,Salix lucida ssp. lasiandra,Pacific willow,p2veg_tree_layer;shrub,5,20,20,505.71591,Salix_lucida_ssp._lasiandra,missing,No BIEN range returned
p2veg:TIHE2,nrcs_plants_symbol,TIHE2,Tibouchina herbacea,herbaceous glorytree,forb;shrub,1,33,35,494.02818,Tibouchina_herbacea,missing,No BIEN range returned
p2veg:ALSI8,nrcs_plants_symbol,ALSI8,Alyssum simplex,alyssum,forb,4,26,26,489,Alyssum_simplex,missing,No BIEN range returned
fia_spcd:6159,fia_spcd,6159,Archontophoenix alexandrae,Alexandra palm,seedling;tree,1,7,7,483.962134791846,Archontophoenix_alexandrae,missing,No BIEN range returned
p2veg:ACRE3,nrcs_plants_symbol,ACRE3,Acroptilon repens,hardheads,forb,8,17,17,480.564633,Acroptilon_repens,missing,No BIEN range returned
p2veg:MYMU,nrcs_plants_symbol,MYMU,Mycelis muralis,wall-lettuce,forb,3,58,63,477.660239,Mycelis_muralis,missing,No BIEN range returned
p2veg:TRDA2,nrcs_plants_symbol,TRDA2,Trifolium dasyphyllum,alpine clover,forb,3,34,34,477.623996,Trifolium_dasyphyllum,missing,No BIEN range returned
fia_spcd:8944,fia_spcd,8944,Zanthoxylum clava-herculis,Hercules' club,seedling;tree,4,12,12,469.412280951598,Zanthoxylum_clava-herculis,missing,No BIEN range returned
fia_spcd:8212,fia_spcd,8212,Pisonia brunoniana,Australasian catchbirdtree,seedling;tree,1,3,3,461.07866978135,Pisonia_brunoniana,missing,No BIEN range returned
p2veg:NEEX,nrcs_plants_symbol,NEEX,Nephrolepis exaltata,Boston swordfern,forb,1,28,28,458.463829,Nephrolepis_exaltata,missing,No BIEN range returned
p2veg:LOHU2,nrcs_plants_symbol,LOHU2,Lotus humistratus,foothill deervetch,forb,4,26,28,457.433831,Lotus_humistratus,missing,No BIEN range returned
fia_spcd:6058,fia_spcd,6058,Albizia falcataria,ukall ra ngebard,seedling,1,1,1,449.791695,Albizia_falcataria,missing,No BIEN range returned
fia_spcd:7729,fia_spcd,7729,Melicope hawaiensis,mokihana kukae moa,seedling,1,2,2,449.791695,Melicope_hawaiensis,missing,No BIEN range returned
p2veg:BRCIC3,nrcs_plants_symbol,BRCIC3,Bromus ciliatus var. ciliatus,fringed brome,graminoid,6,25,26,442.177057,Bromus_ciliatus_var._ciliatus,missing,No BIEN range returned
p2veg:COSEO,nrcs_plants_symbol,COSEO,Cornus sericea ssp. occidentalis,western dogwood,p2veg_tree_layer;shrub,3,13,14,441.680874,Cornus_sericea_ssp._occidentalis,missing,No BIEN range returned
p2veg:MALA6,nrcs_plants_symbol,MALA6,Malosma laurina,laurel sumac,p2veg_tree_layer;shrub,1,13,13,441.541536,Malosma_laurina,missing,No BIEN range returned
p2veg:DIAUA,nrcs_plants_symbol,DIAUA,Diplacus aurantiacus ssp. aurantiacus,orange bush monkeyflower,shrub,1,40,42,439.94006,Diplacus_aurantiacus_ssp._aurantiacus,missing,No BIEN range returned
p2veg:CAMEM,nrcs_plants_symbol,CAMEM,Cassiope mertensiana var. mertensiana,western moss heather,shrub,2,13,13,435,Cassiope_mertensiana_var._mertensiana,missing,No BIEN range returned
p2veg:CECUC3,nrcs_plants_symbol,CECUC3,Ceanothus cuneatus var. cuneatus,buckbrush,shrub,1,5,5,434,Ceanothus_cuneatus_var._cuneatus,missing,No BIEN range returned
p2veg:IMNO,nrcs_plants_symbol,IMNO,Impatiens noli-tangere,western touch-me-not,forb,3,6,6,418,Impatiens_noli-tangere,missing,No BIEN range returned
p2veg:HIAU,nrcs_plants_symbol,HIAU,Hieracium aurantiacum,orange hawkweed,forb,4,31,36,412.381255,Hieracium_aurantiacum,missing,No BIEN range returned
p2veg:SARAR3,nrcs_plants_symbol,SARAR3,Sambucus racemosa var. racemosa,red elderberry,p2veg_tree_layer;shrub,7,45,45,411,Sambucus_racemosa_var._racemosa,missing,No BIEN range returned
p2veg:ANEV,nrcs_plants_symbol,ANEV,Angiopteris evecta,Oriental vessel fern,forb,1,11,11,403,Angiopteris_evecta,missing,No BIEN range returned
p2veg:MYLE2,nrcs_plants_symbol,MYLE2,Myrsine lessertiana,kolea lau nui,p2veg_tree_layer,1,32,32,402.291172,Myrsine_lessertiana,missing,No BIEN range returned
p2veg:ARMAG,nrcs_plants_symbol,ARMAG,Arctostaphylos manzanita ssp. glaucescens,whiteleaf manzanita,shrub,1,5,5,401,Arctostaphylos_manzanita_ssp._glaucescens,missing,No BIEN range returned
p2veg:ARMAM2,nrcs_plants_symbol,ARMAM2,Arctostaphylos manzanita ssp. manzanita,whiteleaf manzanita,shrub,1,10,10,396.88797,Arctostaphylos_manzanita_ssp._manzanita,missing,No BIEN range returned
p2veg:SAAP2,nrcs_plants_symbol,SAAP2,Salvia apiana,white sage,shrub,1,25,25,395.966924,Salvia_apiana,missing,No BIEN range returned
